"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"8600000US12062","ZCTA5 12062","1546","273"
"8600000US12063","ZCTA5 12063","524","294"
"8600000US12064","ZCTA5 12064","341","108"
"8600000US12065","ZCTA5 12065","42701","638"
"8600000US12066","ZCTA5 12066","1623","264"
"8600000US12067","ZCTA5 12067","1519","300"
"8600000US12068","ZCTA5 12068","3238","223"
"8600000US12069","ZCTA5 12069","203","124"
"8600000US12070","ZCTA5 12070","1669","355"
"8600000US12071","ZCTA5 12071","346","106"
"8600000US12072","ZCTA5 12072","3097","273"
"8600000US12074","ZCTA5 12074","3046","332"
"8600000US12075","ZCTA5 12075","2959","347"
"8600000US12076","ZCTA5 12076","1308","134"
"8600000US12077","ZCTA5 12077","6745","665"
"8600000US12078","ZCTA5 12078","23419","482"
"8600000US12083","ZCTA5 12083","3939","366"
"8600000US12084","ZCTA5 12084","5005","542"
"8600000US12085","ZCTA5 12085","424","191"
"8600000US12086","ZCTA5 12086","1453","261"
"8600000US12087","ZCTA5 12087","1109","315"
"8600000US12089","ZCTA5 12089","64","89"
"8600000US12090","ZCTA5 12090","6350","232"
"8600000US12092","ZCTA5 12092","752","169"
"8600000US12093","ZCTA5 12093","1545","160"
"8600000US12094","ZCTA5 12094","2398","545"
"8600000US12095","ZCTA5 12095","12046","508"
"8600000US12106","ZCTA5 12106","2333","253"
"8600000US12108","ZCTA5 12108","393","119"
"8600000US12110","ZCTA5 12110","21665","904"
"8600000US12115","ZCTA5 12115","61","38"
"8600000US12116","ZCTA5 12116","1712","274"
"8600000US12117","ZCTA5 12117","3133","285"
"8600000US12118","ZCTA5 12118","15508","847"
"8600000US12120","ZCTA5 12120","683","147"
"8600000US12121","ZCTA5 12121","1972","486"
"8600000US12122","ZCTA5 12122","4170","291"
"8600000US12123","ZCTA5 12123","5398","525"
"8600000US12124","ZCTA5 12124","711","358"
"8600000US12125","ZCTA5 12125","1483","244"
"8600000US12130","ZCTA5 12130","720","323"
"8600000US12131","ZCTA5 12131","91","30"
"8600000US12132","ZCTA5 12132","297","150"
"8600000US12134","ZCTA5 12134","4059","245"
"8600000US12136","ZCTA5 12136","732","180"
"8600000US12137","ZCTA5 12137","1764","375"
"8600000US12138","ZCTA5 12138","3218","348"
"8600000US12139","ZCTA5 12139","146","39"
"8600000US12140","ZCTA5 12140","1690","261"
"8600000US12143","ZCTA5 12143","4728","382"
"8600000US12144","ZCTA5 12144","20205","691"
"8600000US12147","ZCTA5 12147","487","134"
"8600000US12148","ZCTA5 12148","4333","341"
"8600000US12149","ZCTA5 12149","2423","249"
"8600000US12150","ZCTA5 12150","916","279"
"8600000US12151","ZCTA5 12151","911","191"
"8600000US12153","ZCTA5 12153","993","261"
"8600000US12154","ZCTA5 12154","2901","332"
"8600000US12155","ZCTA5 12155","2119","282"
"8600000US12156","ZCTA5 12156","1053","319"
"8600000US12157","ZCTA5 12157","4417","346"
"8600000US12158","ZCTA5 12158","6945","668"
"8600000US12159","ZCTA5 12159","7870","646"
"8600000US12160","ZCTA5 12160","962","241"
"8600000US12161","ZCTA5 12161","191","208"
"8600000US12164","ZCTA5 12164","387","124"
"8600000US12165","ZCTA5 12165","161","51"
"8600000US12166","ZCTA5 12166","1148","174"
"8600000US12167","ZCTA5 12167","2678","239"
"8600000US12168","ZCTA5 12168","2033","221"
"8600000US12169","ZCTA5 12169","252","130"
"8600000US12170","ZCTA5 12170","4958","588"
"8600000US12172","ZCTA5 12172","296","185"
"8600000US12173","ZCTA5 12173","1999","276"
"8600000US12174","ZCTA5 12174","375","158"
"8600000US12175","ZCTA5 12175","528","143"
"8600000US12176","ZCTA5 12176","451","208"
"8600000US12177","ZCTA5 12177","281","111"
"8600000US12180","ZCTA5 12180","53464","989"
"8600000US12182","ZCTA5 12182","14432","884"
"8600000US12183","ZCTA5 12183","2592","22"
"8600000US12184","ZCTA5 12184","6840","522"
"8600000US12185","ZCTA5 12185","2006","357"
"8600000US12186","ZCTA5 12186","6193","308"
"8600000US12187","ZCTA5 12187","513","126"
"8600000US12188","ZCTA5 12188","11415","382"
"8600000US12189","ZCTA5 12189","17290","595"
"8600000US12190","ZCTA5 12190","821","210"
"8600000US12192","ZCTA5 12192","1867","395"
"8600000US12193","ZCTA5 12193","1855","321"
"8600000US12194","ZCTA5 12194","156","49"
"8600000US12195","ZCTA5 12195","113","83"
"8600000US12196","ZCTA5 12196","3522","509"
"8600000US12197","ZCTA5 12197","1880","243"
"8600000US12198","ZCTA5 12198","7871","551"
"8600000US12202","ZCTA5 12202","8342","790"
"8600000US12203","ZCTA5 12203","30010","1099"
"8600000US12204","ZCTA5 12204","8318","634"
"8600000US12205","ZCTA5 12205","26941","926"
"8600000US12206","ZCTA5 12206","16480","1269"
"8600000US12207","ZCTA5 12207","2202","465"
"8600000US12208","ZCTA5 12208","21666","999"
"8600000US12209","ZCTA5 12209","9978","1095"
"8600000US12210","ZCTA5 12210","9583","909"
"8600000US12211","ZCTA5 12211","10990","779"
"8600000US12222","ZCTA5 12222","6198","535"
"8600000US12302","ZCTA5 12302","27377","405"
"8600000US12303","ZCTA5 12303","28488","1208"
"8600000US12304","ZCTA5 12304","22230","1363"
"8600000US12305","ZCTA5 12305","5519","593"
"8600000US12306","ZCTA5 12306","26799","970"
"8600000US12307","ZCTA5 12307","7031","1151"
"8600000US12308","ZCTA5 12308","14699","1080"
"8600000US12309","ZCTA5 12309","30007","929"
"8600000US12401","ZCTA5 12401","35192","559"
"8600000US12404","ZCTA5 12404","3334","520"
"8600000US12405","ZCTA5 12405","633","266"
"8600000US12406","ZCTA5 12406","947","225"
"8600000US12407","ZCTA5 12407","165","69"
"8600000US12409","ZCTA5 12409","703","219"
"8600000US12410","ZCTA5 12410","370","142"
"8600000US12411","ZCTA5 12411","353","193"
"8600000US12412","ZCTA5 12412","473","260"
"8600000US12413","ZCTA5 12413","2813","532"
"8600000US12414","ZCTA5 12414","9979","543"
"8600000US12416","ZCTA5 12416","341","159"
"8600000US12417","ZCTA5 12417","421","260"
"8600000US12418","ZCTA5 12418","567","194"
"8600000US12419","ZCTA5 12419","624","211"
"8600000US12420","ZCTA5 12420","242","119"
"8600000US12421","ZCTA5 12421","236","113"
"8600000US12422","ZCTA5 12422","353","184"
"8600000US12423","ZCTA5 12423","1050","216"
"8600000US12424","ZCTA5 12424","239","111"
"8600000US12427","ZCTA5 12427","600","321"
"8600000US12428","ZCTA5 12428","6885","421"
"8600000US12429","ZCTA5 12429","324","241"
"8600000US12430","ZCTA5 12430","1119","314"
"8600000US12431","ZCTA5 12431","1120","352"
"8600000US12432","ZCTA5 12432","225","117"
"8600000US12433","ZCTA5 12433","579","284"
"8600000US12434","ZCTA5 12434","842","241"
"8600000US12435","ZCTA5 12435","250","141"
"8600000US12436","ZCTA5 12436","94","113"
"8600000US12438","ZCTA5 12438","31","44"
"8600000US12439","ZCTA5 12439","348","136"
"8600000US12440","ZCTA5 12440","1997","374"
"8600000US12441","ZCTA5 12441","83","101"
"8600000US12442","ZCTA5 12442","675","203"
"8600000US12443","ZCTA5 12443","3317","266"
"8600000US12444","ZCTA5 12444","567","146"
"8600000US12446","ZCTA5 12446","5063","566"
"8600000US12448","ZCTA5 12448","413","193"
"8600000US12449","ZCTA5 12449","3436","396"
"8600000US12450","ZCTA5 12450","181","178"
"8600000US12451","ZCTA5 12451","1531","430"
"8600000US12452","ZCTA5 12452","275","126"
"8600000US12453","ZCTA5 12453","222","189"
"8600000US12454","ZCTA5 12454","366","171"
"8600000US12455","ZCTA5 12455","1755","314"
"8600000US12456","ZCTA5 12456","1123","214"
"8600000US12457","ZCTA5 12457","1070","266"
"8600000US12458","ZCTA5 12458","2778","318"
"8600000US12459","ZCTA5 12459","213","94"
"8600000US12460","ZCTA5 12460","416","177"
"8600000US12461","ZCTA5 12461","1654","347"
"8600000US12463","ZCTA5 12463","1895","357"
"8600000US12464","ZCTA5 12464","792","224"
"8600000US12465","ZCTA5 12465","206","74"
"8600000US12466","ZCTA5 12466","2241","335"
"8600000US12468","ZCTA5 12468","998","174"
"8600000US12469","ZCTA5 12469","607","147"
"8600000US12470","ZCTA5 12470","512","216"
"8600000US12471","ZCTA5 12471","281","239"
"8600000US12472","ZCTA5 12472","1464","314"
"8600000US12473","ZCTA5 12473","726","282"
"8600000US12474","ZCTA5 12474","1035","215"
"8600000US12475","ZCTA5 12475","339","272"
"8600000US12477","ZCTA5 12477","18060","390"
"8600000US12480","ZCTA5 12480","588","251"
"8600000US12481","ZCTA5 12481","1650","374"
"8600000US12482","ZCTA5 12482","196","129"
"8600000US12483","ZCTA5 12483","267","177"
"8600000US12484","ZCTA5 12484","2612","366"
"8600000US12485","ZCTA5 12485","1256","283"
"8600000US12486","ZCTA5 12486","1623","286"
"8600000US12487","ZCTA5 12487","3370","446"
"8600000US12489","ZCTA5 12489","1149","212"
"8600000US12490","ZCTA5 12490","27","44"
"8600000US12491","ZCTA5 12491","1478","241"
"8600000US12492","ZCTA5 12492","140","55"
"8600000US12493","ZCTA5 12493","128","97"
"8600000US12494","ZCTA5 12494","519","222"
"8600000US12495","ZCTA5 12495","131","88"
"8600000US12496","ZCTA5 12496","1456","205"
"8600000US12498","ZCTA5 12498","5045","457"
"8600000US12501","ZCTA5 12501","2645","386"
"8600000US12502","ZCTA5 12502","1138","268"
"8600000US12503","ZCTA5 12503","573","130"
"8600000US12504","ZCTA5 12504","1494","134"
"8600000US12507","ZCTA5 12507","250","64"
"8600000US12508","ZCTA5 12508","19825","691"
"8600000US12512","ZCTA5 12512","151","147"
"8600000US12513","ZCTA5 12513","295","176"
"8600000US12514","ZCTA5 12514","2807","357"
"8600000US12515","ZCTA5 12515","1453","356"
"8600000US12516","ZCTA5 12516","1747","276"
"8600000US12517","ZCTA5 12517","501","220"
"8600000US12518","ZCTA5 12518","5732","422"
"8600000US12520","ZCTA5 12520","2932","40"
"8600000US12521","ZCTA5 12521","1349","298"
"8600000US12522","ZCTA5 12522","4659","544"
"8600000US12523","ZCTA5 12523","1626","259"
"8600000US12524","ZCTA5 12524","15934","728"
"8600000US12525","ZCTA5 12525","2956","536"
"8600000US12526","ZCTA5 12526","3622","267"
"8600000US12527","ZCTA5 12527","0","12"
"8600000US12528","ZCTA5 12528","12797","462"
"8600000US12529","ZCTA5 12529","2453","401"
"8600000US12530","ZCTA5 12530","61","71"
"8600000US12531","ZCTA5 12531","3171","549"
"8600000US12533","ZCTA5 12533","25426","818"
"8600000US12534","ZCTA5 12534","18007","623"
"8600000US12538","ZCTA5 12538","14081","659"
"8600000US12540","ZCTA5 12540","8248","567"
"8600000US12542","ZCTA5 12542","5622","426"
"8600000US12543","ZCTA5 12543","3535","70"
"8600000US12545","ZCTA5 12545","4674","343"
"8600000US12546","ZCTA5 12546","2885","136"
"8600000US12547","ZCTA5 12547","2855","362"
"8600000US12548","ZCTA5 12548","1306","328"
"8600000US12549","ZCTA5 12549","10915","725"
"8600000US12550","ZCTA5 12550","55149","592"
"8600000US12553","ZCTA5 12553","26674","796"
"8600000US12561","ZCTA5 12561","18713","751"
"8600000US12563","ZCTA5 12563","8431","602"
"8600000US12564","ZCTA5 12564","7549","560"
"8600000US12565","ZCTA5 12565","1123","260"
"8600000US12566","ZCTA5 12566","11571","919"
"8600000US12567","ZCTA5 12567","2633","189"
"8600000US12569","ZCTA5 12569","10047","460"
"8600000US12570","ZCTA5 12570","6827","392"
"8600000US12571","ZCTA5 12571","9984","321"
"8600000US12572","ZCTA5 12572","8892","359"
"8600000US12574","ZCTA5 12574","388","234"
"8600000US12575","ZCTA5 12575","2308","679"
"8600000US12577","ZCTA5 12577","1783","509"
"8600000US12578","ZCTA5 12578","2123","394"
"8600000US12580","ZCTA5 12580","4479","543"
"8600000US12581","ZCTA5 12581","2358","257"
"8600000US12582","ZCTA5 12582","6423","463"
"8600000US12583","ZCTA5 12583","2269","235"
"8600000US12585","ZCTA5 12585","879","231"
"8600000US12586","ZCTA5 12586","12246","570"
"8600000US12589","ZCTA5 12589","16882","900"
"8600000US12590","ZCTA5 12590","34910","840"
"8600000US12592","ZCTA5 12592","1453","341"
"8600000US12594","ZCTA5 12594","4332","425"
"8600000US12601","ZCTA5 12601","41392","1144"
"8600000US12603","ZCTA5 12603","42540","1172"
"8600000US12604","ZCTA5 12604","591","130"
"8600000US12701","ZCTA5 12701","11526","459"
"8600000US12719","ZCTA5 12719","1145","216"
"8600000US12720","ZCTA5 12720","158","136"
"8600000US12721","ZCTA5 12721","6387","772"
"8600000US12722","ZCTA5 12722","85","118"
"8600000US12723","ZCTA5 12723","1625","221"
"8600000US12724","ZCTA5 12724","255","193"
"8600000US12725","ZCTA5 12725","119","42"
"8600000US12726","ZCTA5 12726","1222","233"
"8600000US12729","ZCTA5 12729","1797","393"
"8600000US12732","ZCTA5 12732","516","141"
"8600000US12733","ZCTA5 12733","1367","361"
"8600000US12734","ZCTA5 12734","890","283"
"8600000US12736","ZCTA5 12736","46","27"
"8600000US12737","ZCTA5 12737","1963","220"
"8600000US12738","ZCTA5 12738","304","178"
"8600000US12740","ZCTA5 12740","2035","299"
"8600000US12741","ZCTA5 12741","214","75"
"8600000US12742","ZCTA5 12742","102","57"
"8600000US12743","ZCTA5 12743","420","165"
"8600000US12745","ZCTA5 12745","100","54"
"8600000US12746","ZCTA5 12746","948","289"
"8600000US12747","ZCTA5 12747","2035","539"
"8600000US12748","ZCTA5 12748","2215","422"
"8600000US12749","ZCTA5 12749","227","136"
"8600000US12750","ZCTA5 12750","326","248"
"8600000US12751","ZCTA5 12751","1152","354"
"8600000US12752","ZCTA5 12752","270","76"
"8600000US12754","ZCTA5 12754","6602","441"
"8600000US12758","ZCTA5 12758","3835","480"
"8600000US12759","ZCTA5 12759","2058","510"
"8600000US12760","ZCTA5 12760","514","145"
"8600000US12762","ZCTA5 12762","545","247"
"8600000US12763","ZCTA5 12763","628","225"
"8600000US12764","ZCTA5 12764","1650","191"
"8600000US12765","ZCTA5 12765","951","275"
"8600000US12766","ZCTA5 12766","364","178"
"8600000US12767","ZCTA5 12767","140","58"
"8600000US12768","ZCTA5 12768","867","341"
"8600000US12769","ZCTA5 12769","332","177"
"8600000US12770","ZCTA5 12770","246","135"
"8600000US12771","ZCTA5 12771","14788","484"
"8600000US12775","ZCTA5 12775","1845","353"
"8600000US12776","ZCTA5 12776","2078","355"
"8600000US12777","ZCTA5 12777","1005","164"
"8600000US12778","ZCTA5 12778","627","309"
"8600000US12779","ZCTA5 12779","1930","492"
"8600000US12780","ZCTA5 12780","2206","346"
"8600000US12781","ZCTA5 12781","278","184"
"8600000US12783","ZCTA5 12783","2048","350"
"8600000US12784","ZCTA5 12784","44","46"
"8600000US12785","ZCTA5 12785","953","317"
"8600000US12786","ZCTA5 12786","354","162"
"8600000US12787","ZCTA5 12787","322","171"
"8600000US12788","ZCTA5 12788","2980","456"
"8600000US12789","ZCTA5 12789","2081","370"
"8600000US12790","ZCTA5 12790","4058","478"
"8600000US12791","ZCTA5 12791","523","232"
"8600000US12792","ZCTA5 12792","272","157"
"8600000US12801","ZCTA5 12801","14358","33"
"8600000US12803","ZCTA5 12803","8357","458"
"8600000US12804","ZCTA5 12804","26187","346"
"8600000US12808","ZCTA5 12808","269","78"
"8600000US12809","ZCTA5 12809","3612","182"
"8600000US12810","ZCTA5 12810","671","91"
"8600000US12811","ZCTA5 12811","91","77"
"8600000US12812","ZCTA5 12812","143","59"
"8600000US12814","ZCTA5 12814","1284","232"
"8600000US12815","ZCTA5 12815","1065","138"
"8600000US12816","ZCTA5 12816","4371","327"
"8600000US12817","ZCTA5 12817","1905","369"
"8600000US12819","ZCTA5 12819","269","58"
"8600000US12821","ZCTA5 12821","2869","297"
"8600000US12822","ZCTA5 12822","6060","346"
"8600000US12823","ZCTA5 12823","227","100"
"8600000US12824","ZCTA5 12824","1036","236"
"8600000US12827","ZCTA5 12827","3622","383"
"8600000US12828","ZCTA5 12828","9481","589"
"8600000US12831","ZCTA5 12831","16517","842"
"8600000US12832","ZCTA5 12832","6502","448"
"8600000US12833","ZCTA5 12833","4134","437"
"8600000US12834","ZCTA5 12834","6665","403"
"8600000US12835","ZCTA5 12835","2456","214"
"8600000US12836","ZCTA5 12836","582","105"
"8600000US12837","ZCTA5 12837","1142","383"
"8600000US12838","ZCTA5 12838","555","115"
"8600000US12839","ZCTA5 12839","12838","435"
"8600000US12841","ZCTA5 12841","165","44"
"8600000US12842","ZCTA5 12842","797","233"
"8600000US12843","ZCTA5 12843","547","167"
"8600000US12844","ZCTA5 12844","250","108"
"8600000US12845","ZCTA5 12845","4570","340"
"8600000US12846","ZCTA5 12846","3249","35"
"8600000US12847","ZCTA5 12847","375","81"
"8600000US12849","ZCTA5 12849","297","188"
"8600000US12850","ZCTA5 12850","2887","429"
"8600000US12851","ZCTA5 12851","394","82"
"8600000US12852","ZCTA5 12852","375","63"
"8600000US12853","ZCTA5 12853","1836","307"
"8600000US12855","ZCTA5 12855","210","39"
"8600000US12856","ZCTA5 12856","218","127"
"8600000US12857","ZCTA5 12857","685","199"
"8600000US12858","ZCTA5 12858","116","61"
"8600000US12859","ZCTA5 12859","2617","401"
"8600000US12860","ZCTA5 12860","526","162"
"8600000US12861","ZCTA5 12861","627","81"
"8600000US12862","ZCTA5 12862","0","12"
"8600000US12863","ZCTA5 12863","835","222"
"8600000US12864","ZCTA5 12864","22","18"
"8600000US12865","ZCTA5 12865","3551","289"
"8600000US12866","ZCTA5 12866","39689","839"
"8600000US12870","ZCTA5 12870","1816","414"
"8600000US12871","ZCTA5 12871","4418","352"
"8600000US12872","ZCTA5 12872","40","58"
"8600000US12873","ZCTA5 12873","863","143"
"8600000US12874","ZCTA5 12874","156","45"
"8600000US12878","ZCTA5 12878","624","104"
"8600000US12883","ZCTA5 12883","4845","25"
"8600000US12884","ZCTA5 12884","585","134"
"8600000US12885","ZCTA5 12885","4410","259"
"8600000US12886","ZCTA5 12886","244","100"
"8600000US12887","ZCTA5 12887","4745","170"
"8600000US12901","ZCTA5 12901","33312","697"
"8600000US12903","ZCTA5 12903","1283","173"
"8600000US12910","ZCTA5 12910","2183","251"
"8600000US12911","ZCTA5 12911","0","12"
"8600000US12912","ZCTA5 12912","2209","307"
"8600000US12913","ZCTA5 12913","1104","167"
"8600000US12914","ZCTA5 12914","928","204"
"8600000US12916","ZCTA5 12916","2108","365"
"8600000US12917","ZCTA5 12917","1378","207"
"8600000US12918","ZCTA5 12918","2210","364"
"8600000US12919","ZCTA5 12919","2974","350"
"8600000US12920","ZCTA5 12920","2285","244"
"8600000US12921","ZCTA5 12921","2734","330"
"8600000US12922","ZCTA5 12922","33","18"
"8600000US12923","ZCTA5 12923","562","101"
"8600000US12924","ZCTA5 12924","97","76"
"8600000US12926","ZCTA5 12926","2304","224"
"8600000US12927","ZCTA5 12927","254","56"
"8600000US12928","ZCTA5 12928","1988","210"
"8600000US12929","ZCTA5 12929","3982","241"
"8600000US12930","ZCTA5 12930","748","129"
"8600000US12932","ZCTA5 12932","1157","208"
"8600000US12933","ZCTA5 12933","59","38"
"8600000US12934","ZCTA5 12934","1007","159"
"8600000US12935","ZCTA5 12935","1551","290"
"8600000US12936","ZCTA5 12936","439","83"
"8600000US12937","ZCTA5 12937","2014","301"
"8600000US12939","ZCTA5 12939","223","90"
"8600000US12941","ZCTA5 12941","1242","184"
"8600000US12942","ZCTA5 12942","837","189"
"8600000US12943","ZCTA5 12943","358","119"
"8600000US12944","ZCTA5 12944","3764","323"
"8600000US12945","ZCTA5 12945","492","181"
"8600000US12946","ZCTA5 12946","4746","364"
"8600000US12950","ZCTA5 12950","706","132"
"8600000US12952","ZCTA5 12952","448","243"
"8600000US12953","ZCTA5 12953","15374","191"
"8600000US12955","ZCTA5 12955","334","95"
"8600000US12956","ZCTA5 12956","1538","481"
"8600000US12957","ZCTA5 12957","1723","311"
"8600000US12958","ZCTA5 12958","1881","304"
"8600000US12959","ZCTA5 12959","1454","298"
"8600000US12960","ZCTA5 12960","857","332"
"8600000US12961","ZCTA5 12961","264","116"
"8600000US12962","ZCTA5 12962","5256","492"
"8600000US12964","ZCTA5 12964","148","120"
"8600000US12965","ZCTA5 12965","498","158"
"8600000US12966","ZCTA5 12966","2858","411"
"8600000US12967","ZCTA5 12967","1094","131"
"8600000US12969","ZCTA5 12969","421","90"
"8600000US12970","ZCTA5 12970","935","166"
"8600000US12972","ZCTA5 12972","5983","617"
"8600000US12973","ZCTA5 12973","104","36"
"8600000US12974","ZCTA5 12974","1529","377"
"8600000US12975","ZCTA5 12975","264","83"
"8600000US12976","ZCTA5 12976","225","54"
"8600000US12977","ZCTA5 12977","1874","382"
"8600000US12978","ZCTA5 12978","328","231"
"8600000US12979","ZCTA5 12979","2356","307"
"8600000US12980","ZCTA5 12980","1321","263"
"8600000US12981","ZCTA5 12981","2341","363"
"8600000US12983","ZCTA5 12983","7463","302"
"8600000US12985","ZCTA5 12985","1328","455"
"8600000US12986","ZCTA5 12986","5941","69"
"8600000US12987","ZCTA5 12987","198","96"
"8600000US12989","ZCTA5 12989","998","135"
"8600000US12992","ZCTA5 12992","4197","499"
"8600000US12993","ZCTA5 12993","1330","181"
"8600000US12996","ZCTA5 12996","2119","262"
"8600000US12997","ZCTA5 12997","1069","151"
"8600000US12998","ZCTA5 12998","390","211"
"8600000US13020","ZCTA5 13020","99","50"
"8600000US13021","ZCTA5 13021","37841","411"
"8600000US13024","ZCTA5 13024","1709","224"
"8600000US13026","ZCTA5 13026","1677","148"
"8600000US13027","ZCTA5 13027","33049","568"
"8600000US13028","ZCTA5 13028","1229","336"
"8600000US13029","ZCTA5 13029","7168","544"
"8600000US13030","ZCTA5 13030","3518","479"
"8600000US13031","ZCTA5 13031","15080","742"
"8600000US13032","ZCTA5 13032","12208","469"
"8600000US13033","ZCTA5 13033","3774","339"
"8600000US13034","ZCTA5 13034","2021","192"
"8600000US13035","ZCTA5 13035","8422","381"
"8600000US13036","ZCTA5 13036","9064","530"
"8600000US13037","ZCTA5 13037","9787","539"
"8600000US13039","ZCTA5 13039","17028","513"
"8600000US13040","ZCTA5 13040","2337","202"
"8600000US13041","ZCTA5 13041","11409","486"
"8600000US13042","ZCTA5 13042","2224","456"
"8600000US13044","ZCTA5 13044","2595","320"
"8600000US13045","ZCTA5 13045","28916","600"
"8600000US13051","ZCTA5 13051","157","154"
"8600000US13052","ZCTA5 13052","1541","209"
"8600000US13053","ZCTA5 13053","5006","334"
"8600000US13054","ZCTA5 13054","1775","393"
"8600000US13057","ZCTA5 13057","13643","484"
"8600000US13060","ZCTA5 13060","2912","401"
"8600000US13061","ZCTA5 13061","1087","256"
"8600000US13062","ZCTA5 13062","41","46"
"8600000US13063","ZCTA5 13063","1934","338"
"8600000US13064","ZCTA5 13064","165","107"
"8600000US13066","ZCTA5 13066","12525","513"
"8600000US13068","ZCTA5 13068","5231","479"
"8600000US13069","ZCTA5 13069","24166","739"
"8600000US13071","ZCTA5 13071","949","137"
"8600000US13072","ZCTA5 13072","819","140"
"8600000US13073","ZCTA5 13073","6534","389"
"8600000US13074","ZCTA5 13074","4050","390"
"8600000US13076","ZCTA5 13076","2397","307"
"8600000US13077","ZCTA5 13077","7015","432"
"8600000US13078","ZCTA5 13078","10889","727"
"8600000US13080","ZCTA5 13080","3210","382"
"8600000US13081","ZCTA5 13081","1102","164"
"8600000US13082","ZCTA5 13082","4258","544"
"8600000US13083","ZCTA5 13083","2029","198"
"8600000US13084","ZCTA5 13084","3659","536"
"8600000US13087","ZCTA5 13087","134","114"
"8600000US13088","ZCTA5 13088","21917","842"
"8600000US13090","ZCTA5 13090","29869","645"
"8600000US13092","ZCTA5 13092","2626","266"
"8600000US13101","ZCTA5 13101","2311","278"
"8600000US13102","ZCTA5 13102","47","39"
"8600000US13103","ZCTA5 13103","213","88"
"8600000US13104","ZCTA5 13104","16052","678"
"8600000US13108","ZCTA5 13108","6095","234"
"8600000US13110","ZCTA5 13110","2081","217"
"8600000US13111","ZCTA5 13111","1706","309"
"8600000US13112","ZCTA5 13112","1673","277"
"8600000US13113","ZCTA5 13113","294","102"
"8600000US13114","ZCTA5 13114","6350","381"
"8600000US13115","ZCTA5 13115","212","65"
"8600000US13116","ZCTA5 13116","3468","26"
"8600000US13117","ZCTA5 13117","287","102"
"8600000US13118","ZCTA5 13118","6159","251"
"8600000US13120","ZCTA5 13120","2109","470"
"8600000US13122","ZCTA5 13122","1239","290"
"8600000US13123","ZCTA5 13123","451","591"
"8600000US13124","ZCTA5 13124","83","43"
"8600000US13126","ZCTA5 13126","35833","558"
"8600000US13131","ZCTA5 13131","3611","305"
"8600000US13132","ZCTA5 13132","3541","443"
"8600000US13134","ZCTA5 13134","216","81"
"8600000US13135","ZCTA5 13135","6392","581"
"8600000US13136","ZCTA5 13136","417","104"
"8600000US13138","ZCTA5 13138","56","91"
"8600000US13140","ZCTA5 13140","4571","313"
"8600000US13141","ZCTA5 13141","616","132"
"8600000US13142","ZCTA5 13142","6522","399"
"8600000US13143","ZCTA5 13143","2681","399"
"8600000US13144","ZCTA5 13144","1774","323"
"8600000US13145","ZCTA5 13145","1457","232"
"8600000US13146","ZCTA5 13146","2462","251"
"8600000US13147","ZCTA5 13147","1104","162"
"8600000US13148","ZCTA5 13148","10535","255"
"8600000US13152","ZCTA5 13152","8025","291"
"8600000US13153","ZCTA5 13153","408","152"
"8600000US13155","ZCTA5 13155","497","85"
"8600000US13156","ZCTA5 13156","1870","225"
"8600000US13157","ZCTA5 13157","603","181"
"8600000US13158","ZCTA5 13158","1569","169"
"8600000US13159","ZCTA5 13159","5290","263"
"8600000US13160","ZCTA5 13160","1812","203"
"8600000US13162","ZCTA5 13162","215","176"
"8600000US13163","ZCTA5 13163","468","122"
"8600000US13164","ZCTA5 13164","2797","399"
"8600000US13165","ZCTA5 13165","10376","371"
"8600000US13166","ZCTA5 13166","5616","269"
"8600000US13167","ZCTA5 13167","3067","346"
"8600000US13202","ZCTA5 13202","6787","413"
"8600000US13203","ZCTA5 13203","16513","769"
"8600000US13204","ZCTA5 13204","18741","929"
"8600000US13205","ZCTA5 13205","17212","823"
"8600000US13206","ZCTA5 13206","16723","846"
"8600000US13207","ZCTA5 13207","12597","551"
"8600000US13208","ZCTA5 13208","22833","1120"
"8600000US13209","ZCTA5 13209","12713","586"
"8600000US13210","ZCTA5 13210","27916","1080"
"8600000US13211","ZCTA5 13211","5861","509"
"8600000US13212","ZCTA5 13212","21269","740"
"8600000US13214","ZCTA5 13214","8439","546"
"8600000US13215","ZCTA5 13215","14952","531"
"8600000US13219","ZCTA5 13219","15107","753"
"8600000US13224","ZCTA5 13224","8369","638"
"8600000US13290","ZCTA5 13290","0","12"
"8600000US13301","ZCTA5 13301","168","128"
"8600000US13302","ZCTA5 13302","1826","254"
"8600000US13303","ZCTA5 13303","1065","161"
"8600000US13304","ZCTA5 13304","1617","240"
"8600000US13305","ZCTA5 13305","220","111"
"8600000US13308","ZCTA5 13308","3543","589"
"8600000US13309","ZCTA5 13309","5748","266"
"8600000US13310","ZCTA5 13310","553","246"
"8600000US13312","ZCTA5 13312","391","105"
"8600000US13313","ZCTA5 13313","425","107"
"8600000US13314","ZCTA5 13314","325","99"
"8600000US13315","ZCTA5 13315","1481","222"
"8600000US13316","ZCTA5 13316","6000","289"
"8600000US13317","ZCTA5 13317","3926","222"
"8600000US13318","ZCTA5 13318","1443","230"
"8600000US13319","ZCTA5 13319","561","272"
"8600000US13320","ZCTA5 13320","2037","251"
"8600000US13321","ZCTA5 13321","819","270"
"8600000US13322","ZCTA5 13322","870","188"
"8600000US13323","ZCTA5 13323","11282","472"
"8600000US13324","ZCTA5 13324","2351","251"
